Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
12/26/2012 15:00,12.2,10.9,58,4,16.1,100.83,Cloudy
12/26/2012 16:00,19.5,15.1,58,9,24.1,100.92,Mostly Cloudy
12/26/2012 17:00,1.5,-4.1,58,43,24.1,101.39,Mostly Cloudy
12/26/2012 18:00,15.4,10.3,59,11,24.1,101.64,Cloudy
12/26/2012 19:00,22.4,16.7,59,7,48.3,101.94,Clear
12/26/2012 2:00,-1.6,-5.4,59,4,25,100.24,Cloudy
12/26/2012 20:00,6.7,2.2,59,4,24.1,100.75,Mostly Cloudy
12/26/2012 21:00,0.2,-16.7,59,9,48.3,100.87,Clear
12/26/2012 22:00,0.7,-1.3,59,19,3.2,101.33,Snow Showers
12/26/2012 23:00,14.9,13.6,60,9,25,100.13,Mainly Clear
12/26/2012 3:00,20.2,6,60,9,25,100.65,Clear
12/26/2012 4:00,18.4,7.5,61,20,48.3,100.39,Mostly Cloudy
12/26/2012 5:00,-3.4,-5.2,62,7,25,101.97,Clear
12/26/2012 6:00,15,10.9,63,22,24.1,102.09,Cloudy
12/26/2012 7:00,-0.9,-4.9,63,30,25,101.36,Mostly Cloudy
12/26/2012 8:00,3.5,-2.9,65,13,48.3,100.44,Mainly Clear
12/26/2012 9:00,15.1,10.9,65,11,25,101.16,Rain Showers
12/27/2012 0:00,12.6,2.6,65,4,24.1,101.29,Mainly Clear
12/27/2012 1:00,-0.3,-2.3,66,19,8,103.01,"Freezing Drizzle,Fog"
12/27/2012 10:00,-9.2,-13.3,66,6,24.1,100.53,Clear
12/27/2012 11:00,-1.5,-8.8,66,15,48.3,100.65,Mainly Clear
12/27/2012 12:00,18.1,12.3,66,0,25,100.73,Clear
12/27/2012 13:00,19.1,17.9,66,17,12.9,101.36,Rain
12/27/2012 14:00,-19.5,-23.4,66,6,16.1,101.85,Mainly Clear
12/27/2012 15:00,10.3,8.8,66,11,12.9,103.58,Drizzle
12/27/2012 16:00,10.3,-3.6,67,9,48.3,99.8,Mainly Clear
12/27/2012 17:00,1.8,-0.1,67,11,25,100.91,Clear
12/27/2012 18:00,22.1,13.9,67,9,25,100.93,Mostly Cloudy
12/27/2012 19:00,18.1,10.7,68,13,24.1,99.31,Cloudy
12/27/2012 2:00,12.9,8,68,0,25,100.7,Clear
12/27/2012 20:00,9.3,-2.6,69,28,48.3,101.32,Mainly Clear
12/27/2012 21:00,18.6,14.2,69,11,48.3,102.16,Mostly Cloudy
12/27/2012 22:00,-15.9,-22.1,69,20,25,100.53,Clear
12/27/2012 23:00,23,11.6,69,4,48.3,100.68,Mainly Clear
12/27/2012 3:00,0.2,-10.4,70,7,25,101.89,Mainly Clear
12/27/2012 4:00,2.3,-1.9,70,22,24.1,101.99,Mostly Cloudy
12/27/2012 5:00,11.1,5.7,70,13,25,102.29,Clear
12/27/2012 6:00,-1.4,-8.6,70,19,25,99.46,Mostly Cloudy
12/27/2012 7:00,21.5,7.7,70,22,48.3,100.37,Mainly Clear
12/27/2012 8:00,5.4,3.6,70,6,25,100.71,Clear
12/27/2012 9:00,2.6,-6.4,71,7,25,101.1,Mainly Clear
12/28/2012 0:00,8.8,7.4,71,13,25,99.63,Cloudy
12/28/2012 1:00,16.4,13.1,72,32,48.3,101.23,Mostly Cloudy
12/28/2012 10:00,10.9,7.9,72,7,16.1,100.12,Cloudy
12/28/2012 11:00,14.9,3.2,72,11,48.3,100.71,Mostly Cloudy
12/28/2012 12:00,30.9,14.5,72,13,48.3,100.98,Clear
12/28/2012 13:00,19,17.3,73,19,6.4,100.63,"Rain,Fog"
12/28/2012 14:00,11.3,11.1,74,15,6.4,100.08,"Rain,Fog"
12/28/2012 15:00,12.2,-1,75,19,48.3,101.39,Mainly Clear
12/28/2012 16:00,18.5,10,75,7,25,101.84,Mainly Clear
12/28/2012 17:00,1,-0.6,75,11,12.9,101.89,Rain
12/28/2012 18:00,6.2,-8.4,75,13,25,102,Cloudy
12/28/2012 19:00,8.4,2.2,75,37,25,99.75,Rain
12/28/2012 2:00,-11.3,-18.8,76,26,48.3,100.59,Clear
12/28/2012 20:00,6.8,3.9,76,7,25,100.96,Mainly Clear
12/28/2012 21:00,0.6,-0.1,76,13,11.3,101.29,Snow
12/28/2012 22:00,-3.6,-7.9,76,9,48.3,101.42,Mostly Cloudy
12/28/2012 23:00,10.5,7.3,76,24,25,101.61,Rain Showers
12/28/2012 3:00,-2.7,-5,76,32,2,101.73,Snow
12/28/2012 4:00,14.8,14.6,77,6,9.7,100.24,Fog
12/28/2012 5:00,22.8,7.9,78,11,48.3,101.25,Mainly Clear
12/28/2012 6:00,-5,-12.9,79,19,25,101.59,Cloudy
12/28/2012 7:00,-6,-10.2,79,13,25,102.01,Mostly Cloudy
12/28/2012 8:00,17.6,8,79,11,48.3,99.22,Clear
12/28/2012 9:00,-1.5,-3.5,79,13,25,99.61,Mainly Clear
12/29/2012 0:00,-11.5,-14.7,79,0,25,100.96,Clear
12/29/2012 1:00,22.8,7.3,79,20,48.3,101.13,Cloudy
12/29/2012 10:00,-6.7,-15,80,22,48.3,101.59,Clear
12/29/2012 11:00,13.5,11.2,80,0,48.3,101.89,Clear
12/29/2012 12:00,-4.8,-7,80,6,2,100.26,Snow
12/29/2012 13:00,-0.8,-3.3,80,22,24.1,101.3,Snow
12/29/2012 14:00,8.8,3.2,81,15,25,101.68,Rain Showers
12/29/2012 15:00,2.7,-12.3,81,19,48.3,99.69,Mostly Cloudy
12/29/2012 16:00,5.2,-5.3,81,19,24.1,100.12,Mostly Cloudy
12/29/2012 17:00,26.5,11.2,81,19,48.3,101.24,Mainly Clear
12/29/2012 18:00,-1.7,-7.7,81,33,25,101.28,Mostly Cloudy
12/29/2012 19:00,15.9,13.1,81,13,25,101.32,Mostly Cloudy
12/29/2012 2:00,-16.4,-23.7,82,6,25,100.9,Cloudy
12/29/2012 20:00,1.5,-2.9,83,22,25,101.35,Snow Showers
12/29/2012 21:00,18.7,12.7,84,13,24.1,100.66,Mostly Cloudy
12/29/2012 22:00,-11.8,-14.4,84,6,25,100.9,Mostly Cloudy
12/29/2012 23:00,9.9,3.8,84,7,25,101.23,Clear
12/29/2012 3:00,24.7,17.5,84,11,24.1,101.33,Mainly Clear
12/29/2012 4:00,-5.6,-13.4,85,24,25,99.26,Snow Showers
12/29/2012 5:00,24.4,20.2,85,30,16.1,100.89,Rain Showers
12/29/2012 6:00,-4.7,-11.7,85,20,24.1,101.1,Mainly Clear
12/29/2012 7:00,1.6,-3.7,86,33,24.1,100.07,Snow Showers
12/29/2012 8:00,28.8,18.4,87,19,24.1,102.46,Mainly Clear
12/29/2012 9:00,4,1.5,87,13,25,102.57,Mostly Cloudy
12/30/2012 0:00,13.1,11.1,87,19,6.4,101.32,"Drizzle,Fog"
12/30/2012 1:00,21.6,14,88,11,25,102.84,Mainly Clear
12/30/2012 10:00,20.8,18.7,88,6,25,99.97,Mostly Cloudy
12/30/2012 11:00,-1.6,-10,88,17,48.3,100.76,Mainly Clear
12/30/2012 12:00,23,17.3,89,17,24.1,100.52,Mostly Cloudy
12/30/2012 13:00,5.4,-1.7,89,19,24.1,100.89,Mostly Cloudy
12/30/2012 14:00,17.1,-5.9,90,13,48.3,101.06,Clear
12/30/2012 15:00,7,-0.5,90,4,25,101.23,Clear
12/30/2012 16:00,16.6,10.3,90,13,24.1,101.36,Mostly Cloudy
12/30/2012 17:00,28.3,18.5,90,20,48.3,101.39,Mostly Cloudy
12/30/2012 18:00,3.4,1,90,20,19.3,101.75,Rain
12/30/2012 19:00,-9.1,-11.4,90,6,25,101.94,Clear
12/30/2012 2:00,9.4,-0.5,90,7,48.3,101.96,Clear
12/30/2012 20:00,6.5,-6.5,90,28,48.3,100.47,Mostly Cloudy
12/30/2012 21:00,25.6,12.5,90,9,48.3,100.54,Mostly Cloudy
12/30/2012 22:00,20.9,17.2,91,9,24.1,101.08,Mostly Cloudy
12/30/2012 23:00,8.8,5.8,91,11,48.3,101.56,Mainly Clear
12/30/2012 3:00,22.2,10.4,92,15,48.3,100.37,Mainly Clear
12/30/2012 4:00,1.5,-0.6,92,24,25,100.73,Rain
12/30/2012 5:00,9.3,4.1,92,39,25,100.73,Cloudy
12/30/2012 6:00,24.4,16.9,93,19,24.1,101.49,Mostly Cloudy
12/30/2012 7:00,21,19.5,93,20,6.4,101.59,"Rain,Fog"
12/30/2012 8:00,19.8,15.9,93,6,16.1,99.51,Rain
12/30/2012 9:00,10.6,2.1,94,11,48.3,100.49,Clear
12/31/2012 0:00,4.7,2.4,94,28,25,100.73,Cloudy
12/31/2012 1:00,18.2,17.9,95,4,25,100.94,Mainly Clear
12/31/2012 10:00,18.9,9.6,95,35,25,101.32,Mainly Clear
12/31/2012 11:00,17,10.9,97,17,25,100.98,Cloudy
12/31/2012 12:00,-3.6,-8.1,98,20,25,101.1,Clear
12/31/2012 13:00,11.8,11.1,98,17,9.7,101.33,"Drizzle,Fog"
12/31/2012 14:00,18.9,16.4,100,13,24.1,102.49,Mostly Cloudy
12/31/2012 15:00,16.1,7.8,23,22,48.3,100.34,Mostly Cloudy
12/31/2012 16:00,14.4,6.5,26,15,24.1,100.88,Mostly Cloudy
12/31/2012 17:00,1.5,-4.9,28,9,25,101.25,Cloudy
12/31/2012 18:00,-11.4,-15.5,30,26,48.3,98.75,Mainly Clear
12/31/2012 19:00,5.2,-0.6,32,28,24.1,100.68,Mostly Cloudy
12/31/2012 2:00,-0.1,-0.3,34,0,0.8,101.44,Freezing Fog
12/31/2012 20:00,18.3,3.8,35,28,48.3,99.5,Mostly Cloudy
12/31/2012 21:00,19.2,6.9,35,7,48.3,100.26,Rain Showers
12/31/2012 22:00,1.5,0.6,36,6,16.1,100.46,Clear
12/31/2012 23:00,-5.9,-10.7,37,11,24.1,101.04,Snow
12/31/2012 3:00,11.3,9.9,39,4,9.7,100.19,Fog
12/31/2012 4:00,20.9,15.3,41,7,25,101.6,Mostly Cloudy
12/31/2012 5:00,1.8,-6.1,41,7,25,101.72,Clear
12/31/2012 6:00,1.7,0.3,42,20,16.1,100.65,Cloudy
12/31/2012 7:00,17,8.4,43,20,24.1,101.26,Cloudy
12/31/2012 8:00,28.4,19.9,43,19,19.3,102.25,Mostly Cloudy
12/31/2012 9:00,20.7,7.3,44,0,25,98.66,Cloudy
2/13/2012 0:00,24.2,5.3,44,11,48.3,99.95,Mainly Clear
2/13/2012 1:00,-2.8,-7.6,44,7,25,99.99,Mainly Clear
2/13/2012 10:00,25.5,18.9,44,7,25,100.5,Clear
2/13/2012 11:00,21.6,12.6,45,15,48.3,100.66,Mainly Clear
2/13/2012 12:00,0.1,-6.2,45,7,48.3,100.74,Clear
2/13/2012 13:00,0,-1.2,46,15,2,99.41,Snow
2/13/2012 14:00,0.4,-1.2,47,11,16.1,100.49,Mainly Clear
2/13/2012 15:00,-5.7,-8.8,49,17,24.1,100.7,Snow
2/13/2012 16:00,-9.2,-13.2,49,6,25,101.08,Cloudy
2/13/2012 17:00,19.4,9.4,49,7,24.1,101.58,Mainly Clear
2/13/2012 18:00,8.8,3.2,51,4,25,101.18,Clear
2/13/2012 19:00,17.3,10.4,51,22,24.1,101.3,Mainly Clear
2/13/2012 2:00,5.3,-4.3,52,19,25,99.44,Cloudy
2/13/2012 20:00,-3.6,-12.7,52,30,25,99.96,Snow
2/13/2012 21:00,2.3,-4.9,52,7,24.1,100.21,Mostly Cloudy
2/13/2012 22:00,6,-9.2,53,13,48.3,100.63,Mostly Cloudy
2/13/2012 23:00,1.3,-15.7,54,30,48.3,101.94,Clear
2/13/2012 3:00,6.5,-5.5,54,48,48.3,99.6,Mostly Cloudy
2/13/2012 4:00,13.3,10.9,55,7,25,100.5,Clear
2/13/2012 5:00,-7.9,-15.7,55,28,25,101.17,Mainly Clear
2/13/2012 6:00,-3.2,-4.8,55,7,25,99.8,Mainly Clear
2/13/2012 7:00,15.4,12.7,55,22,25,99.86,Cloudy
2/13/2012 8:00,6.2,4.1,56,28,25,100.65,Rain
2/13/2012 9:00,-5.7,-12.4,56,11,24.1,100.88,Mainly Clear
2/14/2012 0:00,-0.8,-9.1,56,17,25,101.56,Cloudy
2/14/2012 1:00,15.6,11,56,6,16.1,101.81,Mainly Clear
2/14/2012 10:00,-4.7,-9.7,57,9,25,102.42,Clear
2/14/2012 11:00,17.6,9.7,57,11,24.1,103.02,Mainly Clear
2/14/2012 12:00,18.1,12.7,57,4,16.1,99.78,Clear
2/14/2012 13:00,26.5,13.9,57,6,48.3,100.51,Mainly Clear
2/14/2012 14:00,18.3,6.7,57,22,48.3,101.19,Mainly Clear
2/14/2012 15:00,21,18.1,58,6,25,101.96,Mostly Cloudy
2/14/2012 16:00,-15.8,-23.7,59,30,24.1,100.6,Clear
2/14/2012 17:00,15.8,12.7,59,11,12.9,101.65,Mainly Clear
2/14/2012 18:00,7.9,3.5,60,0,25,102,Mainly Clear
2/14/2012 19:00,8.9,6.1,61,20,24.1,100.21,Cloudy
2/14/2012 2:00,-6.2,-13.3,61,19,24.1,101.01,Mainly Clear
2/14/2012 20:00,5.7,3.3,61,30,25,101.42,Cloudy
2/14/2012 21:00,-7.2,-12,62,7,25,101.15,Cloudy
2/14/2012 22:00,27.2,16.1,62,11,48.3,101.57,Clear
2/14/2012 23:00,-12,-19.9,63,24,25,102.05,Mostly Cloudy
2/14/2012 3:00,23.1,9.4,63,19,24.1,102.08,Mostly Cloudy
2/14/2012 4:00,0.6,0.2,63,15,2.4,100.88,"Drizzle,Fog"
2/14/2012 5:00,3.1,0.6,63,44,12.9,101.36,Rain
2/14/2012 6:00,4.1,1.6,63,13,25,101.49,Mostly Cloudy
2/14/2012 7:00,2.1,-3.1,63,4,25,101.56,Cloudy
2/14/2012 8:00,19.7,5.1,64,17,48.3,100.95,Clear
2/14/2012 9:00,25.4,12.8,65,26,25,99.01,Mostly Cloudy
2/15/2012 0:00,-14.4,-20.7,65,22,48.3,100.74,Cloudy
2/15/2012 1:00,6.2,-5.1,65,15,25,101.01,Mostly Cloudy
2/15/2012 10:00,24.6,10.5,66,15,24.1,99.46,Mainly Clear
2/15/2012 11:00,2.5,-1.2,67,0,25,101.84,Cloudy
2/15/2012 12:00,8.5,3.1,68,22,48.3,100,Mostly Cloudy
2/15/2012 13:00,2.3,-0.4,68,48,24.1,100.36,Rain
2/15/2012 14:00,1.9,-0.8,68,46,19.3,100.5,Rain
2/15/2012 15:00,19,11.6,68,28,25,100.74,Mainly Clear
2/15/2012 16:00,19.7,19.2,68,6,19.3,101.01,Cloudy
2/15/2012 17:00,-2.4,-12.2,68,24,48.3,101.61,Mainly Clear
2/15/2012 18:00,18.1,9.5,68,0,48.3,101.82,Rain
2/15/2012 19:00,3.3,-0.6,68,26,24.1,98.86,Rain Showers
2/15/2012 2:00,15.4,12.5,69,9,25,100.88,Clear
2/15/2012 20:00,14,11,69,9,25,100.97,Clear
2/15/2012 21:00,15.4,12.5,69,11,25,101.33,Clear
2/15/2012 22:00,5.6,3.5,69,11,12.9,101.57,Rain
2/15/2012 23:00,20.5,18.3,69,4,25,102.37,Clear
2/15/2012 3:00,17.6,12.6,69,6,48.3,102.52,Mainly Clear
2/15/2012 4:00,13.8,4.9,69,13,25,100.52,Cloudy
2/15/2012 5:00,7.2,1.7,70,26,24.1,101.12,Rain Showers
2/15/2012 6:00,7.6,-5.9,70,19,24.1,101.2,Mainly Clear
2/15/2012 7:00,20.5,17.5,70,6,25,100.36,Cloudy
2/15/2012 8:00,22.8,16.1,70,20,24.1,100.67,Mainly Clear
2/15/2012 9:00,17.2,13.9,71,22,24.1,101.19,Mainly Clear
2/16/2012 0:00,25.5,23.1,71,17,6.4,101.36,"Thunderstorms,Rain Showers"
2/16/2012 1:00,9.5,8,71,19,12.9,101.97,Rain
2/16/2012 10:00,17.1,9.9,71,17,25,102.15,Mainly Clear
2/16/2012 11:00,25.2,12.3,71,11,48.3,99.19,Mostly Cloudy
2/16/2012 12:00,3.7,-2.1,71,83,25,100.04,Mostly Cloudy
2/16/2012 13:00,2.1,-8.4,71,17,48.3,100.57,Clear
2/16/2012 14:00,0.9,-3.2,73,15,19.3,101.29,Cloudy
2/16/2012 15:00,17,15.1,73,11,16.1,100.03,Cloudy
2/16/2012 16:00,5.4,1.1,73,7,48.3,100.18,Mainly Clear
2/16/2012 17:00,22.3,8.5,73,11,48.3,100.52,Mainly Clear
2/16/2012 18:00,-16.3,-21.4,73,17,24.1,100.62,Snow
2/16/2012 19:00,15.4,12.1,74,11,25,101.96,Mostly Cloudy
2/16/2012 2:00,1.3,-7.8,75,26,25,100.87,Mostly Cloudy
2/16/2012 20:00,4,-4.5,76,15,25,100.76,Clear
2/16/2012 21:00,3.1,-3,76,13,25,101.31,Mainly Clear
2/16/2012 22:00,-3,-10,76,17,48.3,103.51,Mainly Clear
2/16/2012 23:00,24.7,18,78,15,24.1,100.13,Cloudy
2/16/2012 3:00,22.7,6.2,79,15,48.3,101.86,Mainly Clear
2/16/2012 4:00,19.6,13.7,79,22,25,100.57,Clear
2/16/2012 5:00,27.9,19.1,79,19,24.1,101.35,Cloudy
2/16/2012 6:00,10.2,7.3,79,20,25,101.49,Mainly Clear
2/16/2012 7:00,-7.4,-9.6,80,9,2.4,101.57,Snow
2/16/2012 8:00,-8.3,-13.6,80,22,24.1,101.65,Cloudy
2/16/2012 9:00,26.5,5.9,80,6,48.3,102.26,Mostly Cloudy
2/17/2012 0:00,25.2,6.6,80,11,48.3,101.48,Mostly Cloudy
2/17/2012 1:00,0,-3.6,80,28,25,101.59,Cloudy
2/17/2012 10:00,21.6,13.5,81,0,24.1,102.23,Mostly Cloudy
2/17/2012 11:00,-6,-10,81,17,25,100.12,Cloudy
2/17/2012 12:00,29.6,18.8,81,13,24.1,100.8,Mainly Clear
2/17/2012 13:00,13.5,9.5,81,4,25,101.14,Clear
2/17/2012 14:00,23.3,12.1,81,7,24.1,101.24,Clear
2/17/2012 15:00,5.7,-7.7,81,19,48.3,101.57,Clear
2/17/2012 16:00,5.7,-0.8,82,19,25,100.37,Mostly Cloudy
2/17/2012 17:00,1.3,0.4,82,4,16.1,100.96,Mainly Clear
2/17/2012 18:00,11.2,5.6,83,26,48.3,100.88,Mainly Clear
2/17/2012 19:00,6.8,-3.2,83,24,48.3,101.89,Clear
2/17/2012 2:00,12.4,8.8,83,15,24.1,101.9,Cloudy
2/17/2012 20:00,20.7,15.3,84,13,25,101.11,Clear
2/17/2012 21:00,-6.3,-11.8,84,7,25,101.32,Clear
2/17/2012 22:00,13.5,8,84,11,24.1,102.85,Cloudy
2/17/2012 23:00,32.4,19.9,85,17,24.1,100.96,Mostly Cloudy
2/17/2012 3:00,3,-0.3,85,26,24.1,101.21,Mostly Cloudy
2/17/2012 4:00,14.2,8,85,17,25,101.49,Mostly Cloudy
2/17/2012 5:00,-3.7,-7.5,86,6,25,102.35,Mostly Cloudy
2/17/2012 6:00,13.6,11.5,86,19,24.1,99.56,Cloudy
2/17/2012 7:00,-6,-12.7,86,6,48.3,100.47,Mainly Clear
2/17/2012 8:00,2.1,-4.5,86,13,48.3,101.36,Clear
2/17/2012 9:00,-9,-13.7,86,11,48.3,101.66,Mainly Clear
2/18/2012 0:00,21.4,17,87,17,24.1,99.54,Rain Showers
2/18/2012 1:00,8.4,1.9,87,19,48.3,100.85,Cloudy
2/18/2012 10:00,20.7,19,88,20,8,100.39,"Rain,Fog"
2/18/2012 11:00,22.9,18.2,90,7,25,100.25,Mostly Cloudy
2/18/2012 12:00,13,11.6,91,6,3.2,100.61,"Drizzle,Fog"
2/18/2012 13:00,2.6,0.2,92,11,19.3,103.02,Rain
2/18/2012 14:00,22.9,16.2,92,6,25,100.67,Mostly Cloudy
2/18/2012 15:00,23.6,20.2,93,13,24.1,101.32,Rain Showers
2/18/2012 16:00,12.3,-1.1,94,15,48.3,100.42,Mainly Clear
2/18/2012 17:00,12.6,7.5,94,7,25,100.44,Mostly Cloudy
2/18/2012 18:00,29.6,19.8,94,17,48.3,100.64,Mainly Clear
2/18/2012 19:00,25.1,16.8,95,9,24.1,101.55,Mostly Cloudy
2/18/2012 2:00,12,2.4,95,0,48.3,101.58,Mostly Cloudy
2/18/2012 20:00,24.3,17.6,96,11,25,101.67,Mainly Clear
2/18/2012 21:00,-2.9,-6,96,13,25,101.74,Mainly Clear
2/18/2012 22:00,5,2.4,97,41,24.1,100.11,Cloudy
2/18/2012 23:00,27.4,18.5,97,13,24.1,100.25,Mainly Clear
2/18/2012 3:00,-16.6,-25.1,97,17,48.3,100.26,Mostly Cloudy
2/18/2012 4:00,1.1,-3.3,97,20,16.1,100.59,Snow
2/18/2012 5:00,27.1,17,98,7,48.3,101,Mainly Clear
2/18/2012 6:00,30.8,18.2,27,11,24.1,101.07,Mainly Clear
2/18/2012 7:00,9.9,7.4,31,7,24.1,100.05,Cloudy
2/18/2012 8:00,0.8,-3.7,34,35,25,101.66,Snow
2/18/2012 9:00,16.6,6.2,35,22,48.3,102.81,Mostly Cloudy
2/19/2012 0:00,9,-11.5,36,30,48.3,100.6,Clear
2/19/2012 1:00,5.9,-1.5,36,11,16.1,100.84,Cloudy
2/19/2012 10:00,-0.1,-2.8,37,11,9.7,101,Haze
2/19/2012 11:00,15.5,11.6,40,4,48.3,100.71,Mainly Clear
2/19/2012 12:00,11.5,11.1,40,19,8,101.01,"Rain,Fog"
2/19/2012 13:00,14.4,9,40,11,48.3,101.14,Clear
2/19/2012 14:00,16.4,12.2,40,19,24.1,101.45,Mostly Cloudy
2/19/2012 15:00,9.3,-4.1,43,13,24.1,101.49,Mainly Clear
2/19/2012 16:00,3.4,-0.9,44,13,25,100.45,Mainly Clear
2/19/2012 17:00,-14.8,-21.1,45,9,25,100.77,Clear
2/19/2012 18:00,7.2,4.5,45,9,24.1,101.19,Rain
2/19/2012 19:00,11,5.9,46,15,25,101.7,Clear
2/19/2012 2:00,5.2,0.9,46,33,24.1,101.78,Mostly Cloudy
2/19/2012 20:00,4.6,-2,46,24,24.1,103.01,Cloudy
2/19/2012 21:00,14.7,10.8,46,9,24.1,98.7,Cloudy
2/19/2012 22:00,27.1,8.4,47,9,48.3,100.57,Mainly Clear
2/19/2012 23:00,16.3,9.8,47,9,24.1,100.77,Mainly Clear
2/19/2012 3:00,25.7,15.9,51,17,25,101,Cloudy
2/19/2012 4:00,23.2,12.7,51,11,48.3,101.81,Clear
2/19/2012 5:00,-11.1,-16.3,52,24,25,100.74,Mostly Cloudy
2/19/2012 6:00,-5.3,-11.2,54,17,25,101.46,Mostly Cloudy
2/19/2012 7:00,-9.5,-15.8,54,19,19.3,101.72,Cloudy
2/19/2012 8:00,7.7,-8.5,54,4,48.3,98.89,Mainly Clear
2/19/2012 9:00,4,-2.8,55,15,24.1,100.47,Cloudy
2/20/2012 0:00,14.4,11.2,55,7,48.3,100.71,Mainly Clear
2/20/2012 1:00,9.9,-8.7,55,19,25,101.13,Mostly Cloudy
2/20/2012 10:00,-17.9,-21.5,55,4,48.3,101.56,Mainly Clear
2/20/2012 11:00,-6.7,-8.1,57,0,19.3,102.47,Clear
2/20/2012 12:00,22.1,7.8,57,11,25,100.62,Mainly Clear
2/20/2012 13:00,-4.6,-10,57,13,25,100.93,Clear
2/20/2012 14:00,-9.3,-10.5,57,22,4.8,101.41,"Snow,Fog"
2/20/2012 15:00,1.1,-6.7,58,11,25,99.4,Mainly Clear
2/20/2012 16:00,11.6,6.3,58,11,25,101.25,Mainly Clear
2/20/2012 17:00,4.9,2.2,59,20,25,102.17,Cloudy
2/20/2012 18:00,-17.5,-21.3,59,4,25,100.8,Clear
2/20/2012 19:00,32.1,10.2,59,20,48.3,101.41,Mainly Clear
2/20/2012 2:00,11.5,8,60,9,25,100.02,Mostly Cloudy
2/20/2012 20:00,12.4,10.9,60,15,2.8,100.67,Fog
2/20/2012 21:00,22.5,19.5,60,4,25,100.8,Mainly Clear
2/20/2012 22:00,16.7,10.5,60,4,25,101.09,Clear
2/20/2012 23:00,28.6,16.1,61,20,24.1,102.25,Mostly Cloudy
2/20/2012 3:00,5.3,2,61,30,25,102.66,Cloudy
2/20/2012 4:00,4,-0.7,61,32,24.1,100.73,Rain Showers
2/20/2012 5:00,25.6,15.5,61,22,48.3,100.84,Mainly Clear
2/20/2012 6:00,-5.2,-8.4,61,9,24.1,101.01,Mostly Cloudy
2/20/2012 7:00,15.5,8.7,61,11,25,101.23,Clear
2/20/2012 8:00,13.5,12,61,9,2.4,101.43,"Drizzle,Fog"
2/20/2012 9:00,-4.2,-7.7,62,11,25,99.38,Mostly Cloudy
2/21/2012 0:00,15.6,8.5,62,17,48.3,100.84,Clear
2/21/2012 1:00,25.5,5.8,62,11,48.3,100.85,Mostly Cloudy
2/21/2012 10:00,-12.4,-20.4,63,11,25,101.72,Clear
2/21/2012 11:00,25.9,22.2,63,7,24.1,99.64,Cloudy
2/21/2012 12:00,21.1,14.5,63,7,24.1,100.89,Mostly Cloudy
2/21/2012 13:00,3.7,1.1,63,13,25,100.99,Cloudy
2/21/2012 14:00,19.6,18.7,63,11,25,101.03,Cloudy
2/21/2012 15:00,17.1,12.6,63,17,48.3,101.05,Mainly Clear
2/21/2012 16:00,21.3,4.7,63,24,48.3,101.3,Clear
2/21/2012 17:00,12.8,-0.9,64,7,25,100.59,Mostly Cloudy
2/21/2012 18:00,19.6,7.5,64,0,25,100.67,Mainly Clear
2/21/2012 19:00,-1.4,-5.4,64,15,24.1,101.25,Cloudy
2/21/2012 2:00,21.5,16.6,64,13,25,101.59,Mainly Clear
2/21/2012 20:00,15.5,3.2,64,11,48.3,101.93,Clear
2/21/2012 21:00,-6.4,-9,65,9,8,102.15,"Freezing Drizzle,Fog"
2/21/2012 22:00,-14,-19.5,65,19,25,100.29,Snow
2/21/2012 23:00,14.4,5.8,65,22,25,100.53,Mainly Clear
2/21/2012 3:00,24.1,16.9,65,7,48.3,102.21,Mainly Clear
2/21/2012 4:00,16.1,14.7,66,11,16.1,102.94,Cloudy
2/21/2012 5:00,27.5,10.4,67,15,48.3,100.69,Cloudy
2/21/2012 6:00,-5.5,-12.3,67,17,48.3,101.48,Mainly Clear
2/21/2012 7:00,-4.9,-11.9,67,22,25,102.04,Cloudy
2/21/2012 8:00,26.8,10.7,68,6,48.3,101.46,Mainly Clear
2/21/2012 9:00,5.2,1.5,68,22,48.3,102,Mostly Cloudy
2/22/2012 0:00,0.2,-7.8,68,20,25,99.14,Cloudy
2/22/2012 1:00,3.9,1.2,69,13,24.1,101.43,Mostly Cloudy
2/22/2012 10:00,13.5,4.9,69,9,25,101.68,Mainly Clear
2/22/2012 11:00,22.4,15.9,69,15,25,102.22,Mostly Cloudy
2/22/2012 12:00,8,4.8,69,4,25,99.65,Clear
2/22/2012 13:00,-9.8,-14.5,70,0,25,101.45,Mostly Cloudy
2/22/2012 14:00,14.2,12.9,70,22,25,99.33,Mostly Cloudy
2/22/2012 15:00,23.8,13.4,71,22,25,100.59,Mainly Clear
2/22/2012 16:00,18.2,13.3,71,20,24.1,100.84,Mostly Cloudy
2/22/2012 17:00,12.3,-1,72,6,25,101.27,Mainly Clear
2/22/2012 18:00,19.7,7.1,72,9,25,101.73,Clear
2/22/2012 19:00,7.2,4.8,72,15,25,102.69,Mainly Clear
2/22/2012 2:00,-1.3,-6.9,72,11,25,100.89,Cloudy
2/22/2012 20:00,0.4,-1.9,73,24,16.1,101.18,Snow Showers
2/22/2012 21:00,13.1,5.4,73,6,25,101.2,Clear
2/22/2012 22:00,5.5,5,73,17,6.4,101.71,"Rain,Fog"
2/22/2012 23:00,-0.9,-4.2,73,17,24.1,101.87,Mostly Cloudy
2/22/2012 3:00,15.7,0.8,73,24,48.3,99.24,Mainly Clear
